"biddable","startprice","condition","cellular","carrier","color","storage","productline","sold","UniqueID","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
"biddable",279,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11221,"contains description",77,10,"not a 99 ending"
"not biddable",367.97,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 4",0,11222,"contains description",22,1,"not a 99 ending"
"biddable",179,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,11223,"contains description",87,8,"not a 99 ending"
"not biddable",679.99,"new","No cellular","None","Unknown","128 GB","iPad Air 1/2",0,11224,"no description",0,0,"99 ending"
"not biddable",499.99,"used","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",1,11225,"contains description",37,3,"99 ending"
"not biddable",375,"refurbished","Cellular","Unknown","Gold","16/32/64 GB","iPad mini3",0,11226,"no description",0,0,"not a 99 ending"
"not biddable",558.17,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11227,"contains description",99,2,"not a 99 ending"
"not biddable",159.94,"refurbished","No cellular","None","White","16/32/64 GB","iPad 2",0,11228,"no description",0,0,"not a 99 ending"
"not biddable",425,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 4",0,11229,"no description",0,0,"not a 99 ending"
"not biddable",248,"used","Cellular","Verizon","White","16/32/64 GB","iPad 3",0,11230,"contains description",98,2,"not a 99 ending"
"biddable",0.99,"new","Cellular","Verizon","Unknown","16/32/64 GB","iPad Air 1/2",1,11231,"no description",0,0,"99 ending"
"biddable",200,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11232,"no description",0,0,"not a 99 ending"
"biddable",199.99,"used","Unknown","Sprint/T-Mobile","Gold","16/32/64 GB","iPad Air 1/2",1,11233,"contains description",15,13,"99 ending"
"not biddable",80,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,11234,"no description",0,0,"not a 99 ending"
"biddable",0.99,"new","Cellular","Unknown","Gold","16/32/64 GB","iPad Air 1/2",1,11235,"no description",0,0,"99 ending"
"biddable",0.99,"used","No cellular","None","Black","16/32/64 GB","iPad 4",1,11236,"no description",0,0,"99 ending"
"biddable",250,"used","Cellular","Verizon","White","16/32/64 GB","iPad mini",0,11237,"no description",0,0,"not a 99 ending"
"not biddable",639,"new","Unknown","Unknown","Unknown","Unknown","iPad Air 1/2",0,11238,"no description",0,0,"not a 99 ending"
"biddable",99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11239,"no description",0,0,"99 ending"
"not biddable",119.99,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,11240,"contains description",99,2,"99 ending"
"not biddable",100,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",1,11241,"no description",0,0,"not a 99 ending"
"not biddable",393,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",0,11242,"contains description",98,2,"not a 99 ending"
"biddable",100,"used","Unknown","Unknown","White","Unknown","Unknown",0,11243,"no description",0,0,"not a 99 ending"
"not biddable",159.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11244,"contains description",97,3,"99 ending"
"biddable",0.99,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,11245,"no description",0,0,"99 ending"
"not biddable",259.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11246,"no description",0,0,"99 ending"
"not biddable",349,"new","Unknown","Unknown","Unknown","Unknown","iPad mini3",0,11247,"no description",0,0,"not a 99 ending"
"not biddable",184.99,"refurbished","No cellular","None","Black","16/32/64 GB","iPad mini",0,11248,"contains description",43,2,"99 ending"
"biddable",0.99,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",1,11249,"no description",0,0,"99 ending"
"biddable",9.99,"new","Unknown","Unknown","Unknown","Unknown","iPad 3",0,11250,"no description",0,0,"99 ending"
"not biddable",153.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11251,"contains description",101,3,"99 ending"
"not biddable",389.99,"used","No cellular","None","White","128 GB","iPad Air 1/2",0,11252,"no description",0,0,"99 ending"
"not biddable",384.99,"used","No cellular","None","Black","128 GB","iPad Air 1/2",0,11253,"no description",0,0,"99 ending"
"not biddable",579.99,"new","Cellular","Unknown","White","16/32/64 GB","iPad mini3",0,11254,"no description",0,0,"99 ending"
"not biddable",599.99,"new","Cellular","AT&T","Black","16/32/64 GB","iPad Air 1/2",0,11255,"no description",0,0,"99 ending"
"biddable",0.99,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini",1,11256,"no description",0,0,"99 ending"
"not biddable",198.98,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,11257,"no description",0,0,"not a 99 ending"
"biddable",150,"used","Unknown","Unknown","Unknown","16/32/64 GB","Unknown",0,11258,"no description",0,0,"not a 99 ending"
"not biddable",490.95,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11259,"contains description",101,4,"not a 99 ending"
"biddable",260,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",1,11260,"contains description",26,0,"not a 99 ending"
"not biddable",179,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11261,"contains description",100,4,"not a 99 ending"
"biddable",575,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,11262,"no description",0,0,"not a 99 ending"
"not biddable",200,"used","No cellular","None","White","16/32/64 GB","iPad mini",0,11263,"contains description",100,5,"not a 99 ending"
"not biddable",670,"used","Cellular","AT&T","Unknown","128 GB","iPad Air 1/2",0,11264,"no description",0,0,"not a 99 ending"
"not biddable",380,"used","No cellular","None","Black","16/32/64 GB","iPad 3",0,11265,"no description",0,0,"not a 99 ending"
"not biddable",350,"used","Cellular","Unknown","Space Gray","16/32/64 GB","Unknown",0,11266,"no description",0,0,"not a 99 ending"
"not biddable",215.99,"refurbished","No cellular","None","White","16/32/64 GB","iPad mini",0,11267,"contains description",101,2,"99 ending"
"not biddable",439.99,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,11268,"no description",0,0,"99 ending"
"not biddable",358.87,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11269,"no description",0,0,"not a 99 ending"
"not biddable",939,"new","Cellular","Unknown","Gold","128 GB","iPad Air 1/2",0,11270,"no description",0,0,"not a 99 ending"
"not biddable",279.99,"used","No cellular","None","White","16/32/64 GB","iPad mini 2",0,11271,"contains description",101,8,"99 ending"
"not biddable",575,"used","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,11272,"no description",0,0,"not a 99 ending"
"not biddable",544.49,"new","No cellular","None","Black","16/32/64 GB","iPad 4",0,11273,"contains description",90,5,"not a 99 ending"
"biddable",515,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11274,"no description",0,0,"not a 99 ending"
"not biddable",142.25,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,11275,"contains description",101,3,"not a 99 ending"
"not biddable",349.99,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,11276,"no description",0,0,"99 ending"
"biddable",0.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",1,11277,"contains description",100,2,"99 ending"
"biddable",300,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,11278,"no description",0,0,"not a 99 ending"
"biddable",249,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini3",1,11279,"no description",0,0,"not a 99 ending"
"not biddable",95,"used","No cellular","None","White","16/32/64 GB","iPad 1",0,11280,"contains description",96,7,"not a 99 ending"
"biddable",25,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",1,11281,"no description",0,0,"not a 99 ending"
"not biddable",561.53,"new","Unknown","Unknown","White","Unknown","Unknown",0,11282,"no description",0,0,"not a 99 ending"
"not biddable",948.98,"new","Cellular","Unknown","Gold","128 GB","iPad mini3",0,11283,"no description",0,0,"not a 99 ending"
"not biddable",300,"used","No cellular","None","Unknown","16/32/64 GB","Unknown",1,11284,"contains description",34,1,"not a 99 ending"
"biddable",320,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11285,"no description",0,0,"not a 99 ending"
"not biddable",424.55,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",1,11286,"no description",0,0,"not a 99 ending"
"not biddable",540,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 4",0,11287,"contains description",36,22,"not a 99 ending"
"not biddable",300,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",0,11288,"no description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,11289,"no description",0,0,"99 ending"
"not biddable",349.99,"new","No cellular","None","White","16/32/64 GB","iPad 2",0,11290,"no description",0,0,"99 ending"
"not biddable",299.99,"refurbished","No cellular","None","White","16/32/64 GB","iPad mini 2",0,11291,"no description",0,0,"99 ending"
"not biddable",799.99,"new","Cellular","Unknown","White","128 GB","iPad mini3",0,11292,"no description",0,0,"99 ending"
"biddable",100,"used","Unknown","Unknown","Gold","16/32/64 GB","iPad Air 1/2",1,11293,"no description",0,0,"not a 99 ending"
"not biddable",165,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11294,"contains description",100,4,"not a 99 ending"
"not biddable",425,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",1,11295,"no description",0,0,"not a 99 ending"
"biddable",70,"used","Unknown","Unknown","Unknown","Unknown","iPad 1",1,11296,"contains description",70,1,"not a 99 ending"
"not biddable",349,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",0,11297,"no description",0,0,"not a 99 ending"
"not biddable",280,"used","Cellular","Unknown","White","16/32/64 GB","iPad 4",0,11298,"contains description",98,2,"not a 99 ending"
"not biddable",499,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11299,"no description",0,0,"99 ending"
"biddable",650,"new","Cellular","Unknown","Gold","128 GB","iPad Air 1/2",1,11300,"no description",0,0,"not a 99 ending"
"not biddable",314.99,"refurbished","No cellular","None","Black","16/32/64 GB","iPad 3",0,11301,"contains description",100,2,"99 ending"
"biddable",149.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",1,11302,"contains description",97,2,"99 ending"
"not biddable",149.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11303,"contains description",105,6,"99 ending"
"not biddable",220,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,11304,"contains description",49,1,"not a 99 ending"
"not biddable",199.99,"used","Unknown","Unknown","Unknown","16/32/64 GB","iPad 1",0,11305,"contains description",42,3,"99 ending"
"not biddable",798,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,11306,"no description",0,0,"not a 99 ending"
"biddable",149.98,"used","Unknown","Unknown","White","16/32/64 GB","Unknown",0,11307,"no description",0,0,"not a 99 ending"
"not biddable",520,"used","No cellular","None","White","128 GB","iPad 4",0,11308,"contains description",69,11,"not a 99 ending"
"not biddable",95,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,11309,"contains description",19,1,"not a 99 ending"
"not biddable",351,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11310,"no description",0,0,"not a 99 ending"
"biddable",229.95,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11311,"contains description",100,80,"not a 99 ending"
"not biddable",189.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11312,"no description",0,0,"99 ending"
"biddable",0.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,11313,"contains description",33,4,"99 ending"
"not biddable",259,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini",0,11314,"no description",0,0,"not a 99 ending"
"not biddable",399,"used","Unknown","AT&T","White","16/32/64 GB","Unknown",0,11315,"no description",0,0,"99 ending"
"not biddable",104.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11316,"contains description",93,2,"99 ending"
"not biddable",569,"new","No cellular","None","White","128 GB","iPad mini3",0,11317,"no description",0,0,"not a 99 ending"
"not biddable",214.99,"used","No cellular","None","White","16/32/64 GB","iPad 3",0,11318,"contains description",99,2,"99 ending"
"not biddable",385,"used","Cellular","Verizon","White","16/32/64 GB","iPad mini 2",1,11319,"contains description",71,4,"not a 99 ending"
"not biddable",199,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11320,"contains description",21,1,"99 ending"
"biddable",600,"new","Cellular","Unknown","Space Gray","16/32/64 GB","iPad Air 1/2",0,11321,"no description",0,0,"not a 99 ending"
"not biddable",134.34,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 2",0,11322,"contains description",98,8,"not a 99 ending"
"biddable",1,"used","No cellular","None","White","128 GB","iPad Air 1/2",1,11323,"contains description",15,2,"not a 99 ending"
"biddable",79.95,"used","No cellular","None","Black","16/32/64 GB","iPad mini 2",1,11324,"no description",0,0,"not a 99 ending"
"biddable",350,"used","Cellular","Unknown","Space Gray","16/32/64 GB","iPad mini 2",0,11325,"contains description",57,2,"not a 99 ending"
"biddable",40,"used","No cellular","None","Unknown","Unknown","Unknown",1,11326,"no description",0,0,"not a 99 ending"
"not biddable",141.09,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11327,"contains description",98,7,"not a 99 ending"
"not biddable",375,"used","Cellular","Verizon","White","16/32/64 GB","iPad mini",0,11328,"contains description",21,1,"not a 99 ending"
"biddable",445,"used","No cellular","None","White","128 GB","iPad 4",0,11329,"contains description",102,5,"not a 99 ending"
"biddable",0.01,"new","Unknown","Unknown","White","16/32/64 GB","iPad mini3",1,11330,"no description",0,0,"not a 99 ending"
"not biddable",650,"used","Cellular","Unknown","Unknown","128 GB","iPad Air 1/2",0,11331,"no description",0,0,"not a 99 ending"
"biddable",45,"used","Unknown","Unknown","Unknown","Unknown","Unknown",1,11332,"contains description",15,1,"not a 99 ending"
"not biddable",295,"used","Cellular","Unknown","Black","16/32/64 GB","iPad 3",0,11333,"no description",0,0,"not a 99 ending"
"not biddable",560,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11334,"no description",0,0,"not a 99 ending"
"biddable",220,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11335,"contains description",99,81,"not a 99 ending"
"not biddable",599.99,"new","Cellular","Unknown","White","128 GB","iPad mini3",0,11336,"no description",0,0,"99 ending"
"not biddable",395,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11337,"contains description",98,2,"not a 99 ending"
"not biddable",379,"used","Cellular","AT&T","White","16/32/64 GB","iPad Air 1/2",0,11338,"contains description",19,1,"not a 99 ending"
"not biddable",389.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini3",0,11339,"no description",0,0,"99 ending"
"not biddable",609.99,"new","Cellular","Unknown","Space Gray","128 GB","iPad mini3",0,11340,"no description",0,0,"99 ending"
"not biddable",187.89,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini",0,11341,"contains description",17,2,"not a 99 ending"
"not biddable",175,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11342,"no description",0,0,"not a 99 ending"
"not biddable",280.99,"used","Cellular","AT&T","White","16/32/64 GB","iPad 4",0,11343,"contains description",104,14,"99 ending"
"biddable",0.99,"refurbished","Cellular","Unknown","Black","16/32/64 GB","iPad Air 1/2",1,11344,"contains description",40,1,"99 ending"
"not biddable",99,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,11345,"contains description",29,4,"99 ending"
"biddable",215,"used","Unknown","None","Unknown","16/32/64 GB","iPad mini",0,11346,"no description",0,0,"not a 99 ending"
